contact_id,variant,open_rate,click_rate,conversion_rate,unsubscribe_rate,spam_complaint_rate,day_of_week,assignment_date,industry,company_size,region,engagement_tier
C00000286-7c6a60,control,0,0,0,0,0,3,2025-09-18,Healthcare,Enterprise,EMEA,Low
C00000287-e792ee,control,0,0,0,0,0,2,2025-09-24,Retail,Mid-Market,North America,Medium
C00000288-c4841f,control,0,0,0,0,0,5,2025-09-20,Retail,Mid-Market,LATAM,Medium
C00000289-2d9d73,control,0,0,0,0,0,2,2025-09-17,Manufacturing,SMB,APAC,Medium
C00000290-3f6757,control,0,0,0,0,0,2,2025-10-01,Technology,Mid-Market,North America,Low
C00000291-f2f75c,control,0,0,0,0,0,4,2025-10-03,Finance,Mid-Market,EMEA,Medium
C00000292-8eebe5,control,0,0,0,0,0,0,2025-10-13,Manufacturing,SMB,APAC,Medium
C00000293-4f4528,control,0,0,0,0,0,3,2025-10-02,Finance,Mid-Market,LATAM,Medium
C00000294-6fbe1b,control,0,1,0,0,0,3,2025-09-18,Retail,Mid-Market,EMEA,Medium
C00000295-80a65a,control,0,0,0,0,0,1,2025-10-07,Manufacturing,Enterprise,North America,Low
C00000296-d544e6,control,0,0,0,0,0,0,2025-09-15,Technology,SMB,North America,Low
C00000297-7df245,control,0,0,0,0,0,4,2025-10-03,Retail,Enterprise,EMEA,Medium
C00000298-cfba8c,control,0,0,0,0,0,0,2025-09-15,Retail,Mid-Market,North America,Medium
C00000299-63523e,control,0,0,0,0,0,6,2025-09-21,Manufacturing,Enterprise,EMEA,Medium
C00000300-c15656,control,0,0,0,0,0,5,2025-09-27,Finance,SMB,North America,High
C00000301-fc49c4,control,0,0,0,0,0,4,2025-10-10,Finance,Enterprise,LATAM,Medium
C00000302-51dcc5,control,0,0,0,0,0,5,2025-09-27,Manufacturing,SMB,EMEA,Medium
C00000303-11d2dd,control,1,0,0,0,0,5,2025-09-27,Technology,SMB,North America,High
C00000304-a5bccd,control,1,0,0,0,0,5,2025-10-11,Retail,Enterprise,APAC,Medium
C00000305-e31ccb,control,0,0,0,0,0,4,2025-09-19,Finance,SMB,North America,Medium
C00000306-584066,control,0,0,0,0,0,2,2025-09-24,Manufacturing,Enterprise,North America,Medium
C00000307-2d58f0,control,0,0,0,0,0,6,2025-09-28,Finance,Enterprise,North America,Medium
C00000308-cacee6,control,1,0,0,0,0,1,2025-09-30,Healthcare,Mid-Market,EMEA,Medium
C00000309-31e748,control,0,0,0,0,0,5,2025-10-04,Finance,Enterprise,LATAM,Low
C00000310-1742c9,control,1,0,0,0,0,5,2025-10-04,Finance,Enterprise,EMEA,Medium
C00000311-3a1e5b,control,0,0,0,0,0,3,2025-09-18,Healthcare,SMB,EMEA,Medium
C00000312-ca982f,control,0,0,0,0,0,3,2025-09-18,Healthcare,SMB,EMEA,Medium
C00000313-eadbf4,control,0,0,0,0,0,1,2025-09-16,Technology,Enterprise,North America,Medium
C00000314-2060fd,control,0,0,0,0,0,2,2025-09-17,Retail,Enterprise,EMEA,High
C00000315-2244a3,control,0,0,0,0,0,1,2025-10-14,Healthcare,SMB,North America,Medium
C00000316-aa2851,control,0,0,0,0,0,0,2025-09-15,Technology,SMB,APAC,Medium
C00000317-689975,control,1,0,0,0,0,4,2025-09-26,Technology,SMB,North America,Medium
C00000318-b4dd7a,control,0,0,0,0,0,6,2025-09-28,Finance,SMB,North America,High
C00000319-49e64c,control,0,0,0,0,0,1,2025-09-23,Finance,Mid-Market,North America,Medium
C00000320-bf3831,control,0,0,0,0,0,3,2025-10-02,Finance,SMB,APAC,Low
C00000321-fed5a5,control,0,0,0,0,0,0,2025-09-29,Finance,Enterprise,North America,Medium
C00000322-fa2237,control,0,0,0,0,0,5,2025-09-20,Technology,Mid-Market,North America,Low
C00000323-f2c16b,control,0,0,0,0,0,4,2025-10-03,Technology,Mid-Market,APAC,Medium
C00000324-502e15,control,0,0,0,0,0,3,2025-09-25,Retail,SMB,APAC,Medium
C00000325-1aa7bd,control,0,0,0,0,0,5,2025-10-04,Retail,Mid-Market,APAC,High
C00000326-6db13a,control,0,0,0,0,0,2,2025-10-08,Technology,SMB,North America,Low
C00000327-363cd9,control,0,0,0,0,0,6,2025-09-21,Healthcare,SMB,North America,High
C00000328-c7e860,control,0,0,0,0,0,3,2025-10-09,Technology,Mid-Market,North America,Medium
C00000329-ab78ae,control,1,0,0,0,0,1,2025-10-07,Technology,SMB,North America,High
C00000330-bd5afd,control,0,0,0,0,0,4,2025-10-10,Technology,SMB,EMEA,Medium
C00000331-fa0635,control,0,0,0,0,0,6,2025-10-12,Manufacturing,Mid-Market,APAC,High
C00000332-70160e,control,1,0,0,0,0,5,2025-10-11,Retail,Enterprise,EMEA,Low
C00000333-ec3b49,control,0,0,0,0,0,3,2025-10-02,Finance,Mid-Market,North America,Low
C00000334-977811,control,1,0,0,0,0,1,2025-09-30,Retail,Mid-Market,North America,Medium
C00000335-4ab42c,control,0,0,0,0,0,0,2025-10-06,Technology,Mid-Market,North America,Medium
C00000336-3b21d6,control,0,0,0,0,0,0,2025-09-29,Technology,Mid-Market,North America,Low
C00000337-3f886d,control,0,0,0,0,0,1,2025-09-30,Finance,Mid-Market,LATAM,Medium
C00000338-7e935a,control,0,0,0,0,0,1,2025-09-23,Finance,Mid-Market,LATAM,Low
C00000339-b6341b,control,1,0,0,0,0,1,2025-10-14,Healthcare,Mid-Market,APAC,Low
C00000340-f7f7c2,control,1,0,0,0,0,3,2025-10-09,Manufacturing,Mid-Market,APAC,Medium
C00000341-669288,control,0,0,0,0,0,1,2025-09-23,Retail,Enterprise,APAC,Low
C00000342-9db2d8,control,0,0,0,0,0,2,2025-10-01,Manufacturing,Mid-Market,North America,Medium
C00000343-fecfb5,control,0,0,0,0,0,2,2025-10-08,Retail,Enterprise,North America,Medium
C00000344-2a1f55,control,1,0,1,0,0,2,2025-09-17,Retail,Mid-Market,North America,High
C00000345-c9c507,control,1,0,0,0,0,5,2025-09-27,Healthcare,Mid-Market,North America,High
C00000346-4ea090,control,0,0,0,0,0,1,2025-09-30,Manufacturing,Mid-Market,EMEA,Medium
C00000347-79c82e,control,0,0,0,0,0,3,2025-09-18,Finance,Mid-Market,North America,Medium
C00000348-68eb21,control,0,0,0,0,0,3,2025-10-02,Finance,SMB,North America,Medium
C00000349-c0d915,control,0,0,0,0,0,0,2025-09-15,Technology,Enterprise,North America,Low
C00000350-c23e6f,control,0,0,0,0,0,6,2025-09-28,Finance,Mid-Market,EMEA,Medium
C00000351-64253a,control,1,0,0,0,0,2,2025-09-24,Technology,Mid-Market,North America,Medium
C00000352-faa1c5,control,1,0,0,0,0,0,2025-10-13,Healthcare,Mid-Market,North America,Low
C00000353-736c09,control,0,0,0,0,0,4,2025-10-10,Finance,Mid-Market,North America,High
C00000354-58a1af,control,0,0,0,0,0,0,2025-10-13,Retail,SMB,EMEA,Low
C00000355-f31aa0,control,0,0,0,0,0,4,2025-09-26,Technology,Mid-Market,LATAM,Medium
C00000356-1f0b24,control,0,0,0,0,0,2,2025-10-01,Finance,Mid-Market,EMEA,High
C00000357-767cda,control,0,0,0,0,0,4,2025-10-10,Technology,SMB,North America,Medium
C00000358-b073e6,control,0,0,0,0,0,1,2025-09-30,Finance,Mid-Market,EMEA,Low
C00000359-17f2aa,control,0,0,0,0,0,2,2025-09-24,Finance,Enterprise,APAC,Low
C00000360-4f10fc,control,0,0,0,0,0,4,2025-09-19,Technology,SMB,North America,Medium
C00000361-359709,control,1,0,0,0,0,5,2025-09-20,Technology,SMB,North America,High
C00000362-4dbef7,control,0,0,0,1,0,6,2025-09-21,Retail,SMB,APAC,Low
C00000363-a86912,control,0,0,0,0,0,0,2025-09-15,Technology,Mid-Market,EMEA,Medium
C00000364-7e3176,control,0,0,1,0,0,4,2025-10-10,Healthcare,SMB,EMEA,High
C00000365-e2b9c2,control,0,0,0,0,0,3,2025-10-09,Retail,Mid-Market,North America,Medium
C00000366-4a23df,control,0,0,0,0,0,1,2025-09-23,Finance,Enterprise,EMEA,Low
C00000367-11b0dc,control,0,0,0,0,0,0,2025-09-15,Healthcare,SMB,EMEA,High
C00000368-5e3155,control,0,0,0,0,0,5,2025-09-27,Healthcare,Enterprise,North America,Low
C00000369-542740,control,0,0,0,0,0,3,2025-10-09,Manufacturing,Mid-Market,North America,Medium
C00000370-e0f244,control,0,0,0,0,0,3,2025-10-02,Healthcare,Mid-Market,North America,Medium
C00000371-149241,control,1,0,0,0,0,0,2025-09-29,Technology,Enterprise,North America,High
C00000372-eda8ef,control,0,0,0,0,0,6,2025-10-12,Healthcare,SMB,North America,Low
C00000373-bb3474,control,0,0,0,0,0,1,2025-09-16,Manufacturing,Mid-Market,EMEA,Low
C00000374-f17ec9,control,0,0,0,0,0,4,2025-10-10,Finance,SMB,North America,Medium
C00000375-4d8998,control,1,0,0,0,0,1,2025-09-23,Technology,SMB,EMEA,Medium
C00000376-1a39fc,control,0,0,0,0,0,4,2025-09-26,Finance,Enterprise,North America,Low
C00000377-8d6246,control,0,0,0,0,0,4,2025-10-03,Finance,SMB,North America,Medium
C00000378-307bd3,control,1,0,0,0,0,0,2025-10-06,Technology,Mid-Market,LATAM,Medium
C00000379-ac9940,control,0,0,0,0,0,3,2025-09-25,Finance,SMB,LATAM,Low
C00000380-294244,control,0,0,0,0,0,6,2025-09-28,Manufacturing,Enterprise,EMEA,Medium
C00000381-8d7d65,control,0,0,0,0,0,1,2025-10-07,Technology,Enterprise,APAC,Medium
C00000382-8bac82,control,0,0,0,0,0,0,2025-10-06,Manufacturing,Enterprise,North America,Low
C00000383-47bacf,control,0,0,0,0,0,1,2025-10-07,Manufacturing,Mid-Market,EMEA,Medium
C00000384-810c90,control,1,0,0,0,0,0,2025-10-13,Retail,Mid-Market,North America,High
C00000385-a1325c,control,0,0,0,0,0,3,2025-09-25,Technology,Mid-Market,EMEA,Medium
C00000386-abd5c9,control,0,0,0,0,0,5,2025-09-27,Retail,SMB,EMEA,Low
C00000387-df28de,control,0,0,0,0,0,3,2025-10-09,Manufacturing,SMB,APAC,Medium
C00000388-313913,control,0,0,0,0,0,4,2025-10-03,Manufacturing,Mid-Market,APAC,Medium
C00000389-253bae,control,0,0,0,0,0,3,2025-10-09,Healthcare,Mid-Market,North America,Low
C00000390-fc92d2,control,0,0,0,0,0,6,2025-10-12,Retail,Mid-Market,APAC,Low
C00000391-972410,control,1,0,0,0,0,1,2025-10-07,Retail,Mid-Market,North America,Low
C00000392-40094a,control,0,0,0,0,0,2,2025-10-08,Finance,Enterprise,EMEA,Low
C00000393-253e15,control,0,0,0,0,0,0,2025-10-06,Retail,SMB,EMEA,Medium
C00000394-6301bc,control,0,0,0,0,0,1,2025-09-23,Manufacturing,Enterprise,EMEA,Medium
C00000395-635951,control,0,0,0,0,0,5,2025-10-04,Technology,Mid-Market,APAC,Low
C00000396-9a2491,control,0,0,0,0,0,5,2025-09-20,Healthcare,SMB,North America,Low
C00000397-227fb5,control,0,0,0,0,0,3,2025-10-09,Healthcare,Mid-Market,APAC,Medium
C00000398-d1490a,control,0,0,0,0,0,5,2025-10-04,Retail,Enterprise,EMEA,High
C00000399-cbcb39,control,0,0,0,0,0,3,2025-09-25,Finance,SMB,EMEA,High
C00000400-4c2575,control,0,0,0,0,0,4,2025-10-03,Technology,SMB,APAC,Low
C00000401-8d9665,control,0,0,0,0,0,5,2025-09-20,Technology,Enterprise,LATAM,Medium
C00000402-5f2f59,control,0,0,0,0,0,0,2025-09-22,Technology,SMB,North America,Low
C00000403-148e31,control,0,0,0,0,0,1,2025-10-14,Technology,SMB,North America,Low
C00000404-eb7f73,control,0,0,0,0,0,2,2025-09-17,Technology,SMB,APAC,Low
C00000405-fa411b,control,0,0,0,0,0,5,2025-09-20,Retail,Enterprise,APAC,Medium
C00000406-afe313,control,0,0,0,0,0,5,2025-10-11,Retail,Mid-Market,EMEA,Medium
C00000407-5fe334,control,0,0,0,0,0,3,2025-09-25,Finance,Mid-Market,North America,Medium
C00000408-14ce57,control,0,1,0,0,0,1,2025-10-14,Manufacturing,Enterprise,North America,Medium
C00000409-f28db3,control,0,0,0,0,0,2,2025-09-17,Retail,SMB,North America,Low
C00000410-6d5ee3,control,0,0,0,0,0,0,2025-09-29,Retail,SMB,EMEA,Low
C00000411-e5cc63,control,0,0,0,0,0,0,2025-10-06,Healthcare,Enterprise,North America,Low
C00000412-340620,control,0,0,0,0,0,6,2025-10-05,Technology,SMB,North America,Medium
C00000413-8979de,control,0,0,0,0,0,3,2025-10-02,Retail,Enterprise,North America,Low
C00000414-f24b74,control,0,1,0,0,0,0,2025-09-29,Technology,Enterprise,EMEA,Medium
C00000415-410d03,control,0,1,0,0,0,6,2025-09-21,Finance,SMB,North America,Low
C00000416-9ff141,control,1,0,0,0,0,6,2025-10-12,Finance,SMB,LATAM,Low
C00000417-3767d3,control,0,0,0,0,0,3,2025-10-09,Healthcare,SMB,North America,Medium
C00000418-4325d2,control,0,0,0,0,0,5,2025-09-27,Technology,SMB,North America,Low
C00000419-111205,control,0,1,0,0,0,6,2025-10-05,Healthcare,Mid-Market,North America,Low
C00000420-5235be,control,0,0,0,0,0,0,2025-09-15,Technology,Mid-Market,North America,High
C00000421-e759aa,control,0,0,0,0,0,1,2025-09-16,Technology,Enterprise,North America,High
C00000422-a9ae2f,control,0,0,0,0,0,2,2025-09-17,Technology,SMB,LATAM,Medium
C00000423-5a6cd8,control,0,0,0,0,0,3,2025-09-18,Finance,SMB,North America,Low
C00000424-9a1da2,control,0,0,0,0,0,6,2025-09-21,Retail,Enterprise,North America,Low
C00000425-359057,control,0,0,0,0,0,4,2025-10-03,Technology,SMB,LATAM,Medium
C00000426-e21b43,control,0,0,1,0,0,3,2025-09-18,Technology,Mid-Market,EMEA,Low
C00000427-413851,control,0,0,0,0,0,2,2025-10-01,Manufacturing,Mid-Market,North America,High
C00000428-9b40d2,control,0,0,0,0,0,0,2025-09-29,Technology,Mid-Market,North America,High
C00000429-841d38,control,1,0,0,0,0,0,2025-09-15,Healthcare,SMB,APAC,Medium
C00000430-d4910c,control,0,0,0,0,0,6,2025-09-21,Finance,Mid-Market,North America,Low
C00000431-af5288,control,0,0,0,0,0,1,2025-10-07,Finance,Mid-Market,APAC,Low
C00000432-859920,control,0,0,0,0,0,4,2025-09-19,Technology,SMB,North America,Medium
C00000433-be2956,control,0,0,0,0,0,5,2025-10-11,Healthcare,Mid-Market,North America,Medium
C00000434-e4898e,control,1,0,0,0,0,3,2025-09-18,Technology,Mid-Market,EMEA,Medium
C00000435-1b2cff,control,0,0,0,0,0,2,2025-09-17,Retail,SMB,EMEA,High
C00000436-e1a9c3,control,0,0,0,0,0,0,2025-09-22,Manufacturing,Enterprise,EMEA,Low
C00000437-3f649b,control,1,0,0,0,0,3,2025-10-09,Finance,Mid-Market,APAC,Medium
C00000438-814f66,control,0,0,0,0,0,6,2025-09-28,Manufacturing,Enterprise,EMEA,High
C00000439-c4f611,control,0,0,0,1,0,5,2025-10-04,Finance,Enterprise,North America,Low
C00000440-43fc5c,control,0,0,0,0,0,0,2025-09-29,Technology,Mid-Market,EMEA,Medium
C00000441-b079b2,control,0,1,0,0,0,3,2025-09-18,Manufacturing,SMB,EMEA,High
C00000442-961086,control,0,0,0,0,0,3,2025-10-02,Healthcare,SMB,North America,Low
C00000443-75687c,control,0,0,0,0,0,0,2025-09-15,Technology,Mid-Market,LATAM,Low
C00000444-b7483d,control,0,0,0,0,0,5,2025-10-04,Healthcare,SMB,LATAM,Low
C00000445-995fd6,control,1,0,0,0,0,1,2025-10-07,Retail,Mid-Market,EMEA,Medium
C00000446-a4fca7,control,0,0,0,0,0,4,2025-09-19,Finance,Enterprise,EMEA,High
C00000447-42a119,control,0,0,0,0,0,0,2025-09-22,Technology,Mid-Market,APAC,Medium
C00000448-fba9ba,control,0,0,0,0,0,3,2025-09-18,Retail,Mid-Market,APAC,Low
C00000449-751c84,control,1,0,0,0,0,5,2025-09-20,Technology,Mid-Market,North America,Medium
C00000450-b042cc,control,0,0,0,0,0,0,2025-09-29,Finance,SMB,North America,Low
C00000451-12f774,control,0,0,0,0,0,0,2025-10-06,Retail,Mid-Market,North America,Medium
C00000452-9f48f9,control,0,0,0,0,0,5,2025-09-27,Technology,SMB,LATAM,Low
C00000453-24deb4,control,0,0,0,0,0,5,2025-10-04,Manufacturing,Mid-Market,North America,Medium
C00000454-e4f5fc,control,0,0,0,0,0,5,2025-10-11,Finance,Enterprise,EMEA,High
C00000455-7d8ca7,control,1,0,0,0,0,0,2025-10-06,Technology,SMB,EMEA,Low
C00000456-2bb87b,control,1,0,0,0,0,5,2025-10-04,Retail,Mid-Market,APAC,High
C00000457-c05da6,control,0,0,0,0,0,0,2025-09-22,Healthcare,Mid-Market,EMEA,Medium
C00000458-10d6bf,control,0,0,0,0,0,2,2025-10-01,Manufacturing,SMB,APAC,Medium
C00000459-a4b2bf,control,0,0,0,0,0,0,2025-10-06,Technology,Enterprise,APAC,Medium
C00000460-d4f95d,control,1,0,0,0,0,0,2025-10-06,Technology,Mid-Market,North America,Low
C00000461-bd8d06,control,0,0,0,0,0,3,2025-09-25,Technology,SMB,EMEA,Medium
C00000462-d8d8e1,control,1,0,0,0,0,4,2025-10-10,Finance,Enterprise,LATAM,High
C00000463-134bbe,control,0,0,0,0,0,4,2025-09-19,Retail,SMB,APAC,Medium
C00000464-3a714f,control,0,0,0,0,0,1,2025-10-14,Healthcare,Mid-Market,EMEA,Medium
C00000465-108850,control,1,0,0,0,0,2,2025-09-17,Manufacturing,Enterprise,North America,Medium
C00000466-23a8b5,control,0,0,0,0,0,6,2025-10-12,Retail,Mid-Market,North America,High
C00000467-f87233,control,0,0,0,0,0,4,2025-10-10,Technology,Mid-Market,LATAM,High
C00000468-bed9d2,control,1,0,0,0,0,4,2025-09-26,Technology,Mid-Market,North America,Medium
C00000469-d8be8c,control,0,0,0,0,0,6,2025-09-28,Healthcare,Mid-Market,North America,High
C00000470-60cebf,control,0,0,0,0,0,1,2025-09-16,Finance,Enterprise,North America,Low
C00000471-a3aaf5,control,0,0,0,0,0,3,2025-10-09,Manufacturing,SMB,North America,Low
C00000472-49909c,control,0,0,0,0,0,0,2025-09-29,Finance,Enterprise,North America,Low
C00000473-a205f9,control,0,0,0,0,0,1,2025-10-14,Technology,SMB,North America,Medium
C00000474-645674,control,0,0,0,0,0,4,2025-10-10,Retail,Enterprise,North America,Low
C00000475-9910bb,control,0,0,0,0,0,0,2025-10-06,Finance,Mid-Market,LATAM,Low
C00000476-595f3e,control,0,0,0,0,0,4,2025-09-19,Retail,SMB,EMEA,Low
C00000477-9865db,control,0,0,0,0,0,4,2025-09-19,Retail,SMB,EMEA,Medium
C00000478-5d3c6b,control,1,0,0,0,0,2,2025-10-08,Healthcare,Mid-Market,North America,Medium
C00000479-5053b2,control,0,0,0,0,0,6,2025-09-28,Manufacturing,SMB,EMEA,Medium
C00000480-c2468e,control,1,0,0,0,0,5,2025-10-04,Retail,Enterprise,North America,High
C00000481-dd5933,control,0,0,0,0,0,3,2025-10-02,Finance,SMB,APAC,Medium
C00000482-ed0367,control,0,0,0,0,0,6,2025-10-12,Technology,SMB,North America,Medium
C00000483-ce938f,control,0,0,0,0,0,5,2025-10-04,Technology,SMB,EMEA,Medium
C00000484-8c9c38,control,0,0,0,0,0,3,2025-09-18,Retail,Enterprise,North America,High
C00000485-52264d,control,0,0,0,0,0,0,2025-09-15,Retail,SMB,North America,Low
C00000486-3defc7,control,1,0,1,0,0,3,2025-10-09,Healthcare,Enterprise,EMEA,Medium
C00000487-ae326b,control,0,0,0,0,0,1,2025-10-07,Finance,Mid-Market,North America,Low
C00000488-9b35f1,control,0,0,0,0,0,0,2025-10-06,Technology,SMB,APAC,Low
C00000489-86ef68,control,1,0,0,0,0,4,2025-09-19,Technology,Enterprise,North America,Low
C00000490-fa588e,control,0,0,0,0,0,5,2025-09-20,Manufacturing,SMB,APAC,High
C00000491-48820a,control,0,0,0,0,0,1,2025-10-14,Retail,Mid-Market,North America,Medium
C00000492-dc3bd6,control,0,0,0,0,0,1,2025-09-16,Finance,Mid-Market,North America,Medium
C00000493-98651d,control,0,0,0,0,0,0,2025-09-22,Technology,SMB,North America,High
C00000494-8f3236,control,0,0,0,0,0,3,2025-09-18,Healthcare,Enterprise,North America,High
C00000495-f9c39d,control,1,0,0,0,0,6,2025-10-12,Finance,SMB,EMEA,Medium
C00000496-758bda,control,0,0,0,0,0,4,2025-10-03,Finance,Enterprise,North America,Medium
C00000497-4b9fc5,control,0,0,0,0,0,5,2025-10-04,Finance,Mid-Market,EMEA,Medium
C00000498-d01638,control,0,1,0,0,0,6,2025-09-28,Finance,SMB,EMEA,High
C00000499-d44cc4,control,1,0,0,0,0,1,2025-10-07,Finance,Mid-Market,North America,Low
C00000500-73624d,control,0,0,0,0,0,2,2025-10-01,Healthcare,Enterprise,EMEA,High
C00000501-542c16,control,0,0,0,0,0,4,2025-09-19,Healthcare,Enterprise,EMEA,Low
C00000502-e854c9,control,0,0,0,0,0,4,2025-09-19,Healthcare,Enterprise,North America,Medium
C00000503-9467f0,control,0,0,0,0,0,1,2025-10-14,Manufacturing,SMB,North America,Medium
C00000504-4405e4,control,0,0,0,0,0,0,2025-10-06,Technology,SMB,North America,Medium
C00000505-ea5652,control,0,0,0,0,0,1,2025-09-23,Technology,SMB,North America,Medium
C00000506-75cb11,control,1,0,0,0,0,0,2025-10-13,Technology,Enterprise,North America,Low
C00000507-958906,control,0,0,0,0,0,1,2025-09-16,Finance,Mid-Market,EMEA,Medium
C00000508-c1f049,control,0,0,0,0,0,3,2025-10-02,Retail,Mid-Market,APAC,Low
C00000509-f48574,control,0,0,0,0,0,5,2025-10-11,Healthcare,Enterprise,EMEA,Low
C00000510-ca4270,control,0,0,0,0,0,1,2025-09-16,Finance,Enterprise,North America,High
C00000511-9257ee,control,0,0,0,0,0,1,2025-09-30,Retail,Enterprise,LATAM,Medium
C00000512-5ab857,control,0,0,0,0,0,3,2025-10-02,Finance,SMB,EMEA,Medium
C00000513-950ef2,control,1,0,0,0,0,4,2025-10-03,Technology,Mid-Market,North America,Low
C00000514-9ff17d,control,1,0,0,0,0,0,2025-10-06,Technology,Mid-Market,EMEA,Medium
C00000515-54b7cf,control,0,0,0,0,0,1,2025-09-30,Technology,SMB,APAC,High
C00000516-69359c,control,0,0,0,0,0,6,2025-09-21,Technology,Enterprise,APAC,Low
C00000517-7adde3,control,0,0,0,0,0,3,2025-10-09,Retail,SMB,North America,Low
C00000518-ed01df,control,0,0,0,0,0,4,2025-10-03,Technology,Mid-Market,LATAM,Medium
C00000519-ec9465,control,0,0,0,0,0,0,2025-09-29,Manufacturing,SMB,LATAM,Medium
C00000520-c2eb70,control,0,0,0,0,0,4,2025-09-26,Retail,SMB,North America,Medium
C00000521-5827a6,control,0,1,0,0,0,0,2025-09-22,Finance,SMB,EMEA,Medium
C00000522-821847,control,0,0,0,0,0,3,2025-10-02,Finance,Mid-Market,EMEA,High
C00000523-f1ed97,control,1,0,0,0,0,4,2025-10-03,Healthcare,SMB,LATAM,High
C00000524-eb81bb,control,1,0,0,0,0,3,2025-09-18,Retail,SMB,APAC,High
C00000525-762ab2,control,0,0,0,0,0,1,2025-09-30,Finance,SMB,EMEA,Medium
C00000526-2ffb5a,control,0,0,0,0,0,6,2025-10-05,Finance,SMB,North America,Medium
C00000527-31835a,control,0,0,0,0,0,6,2025-09-28,Technology,SMB,North America,Medium
C00000528-ca5690,control,0,0,0,0,0,5,2025-10-04,Healthcare,SMB,North America,Medium
C00000529-a5656c,control,0,0,0,0,0,3,2025-09-25,Technology,Enterprise,APAC,Medium
C00000530-26424b,control,0,0,0,0,0,0,2025-09-29,Retail,Mid-Market,North America,Medium
C00000531-d77e55,control,0,0,0,0,0,4,2025-09-26,Retail,SMB,EMEA,Low
C00000532-806049,control,0,0,0,0,0,5,2025-10-11,Healthcare,SMB,North America,High
C00000533-676f3b,control,0,0,0,0,0,1,2025-09-23,Healthcare,Enterprise,North America,Medium
C00000534-4a55c7,control,0,0,0,0,0,5,2025-09-27,Healthcare,SMB,EMEA,Low
C00000535-481a48,control,0,0,0,0,0,3,2025-09-25,Finance,Mid-Market,APAC,Medium
C00000536-b7c1b3,control,0,0,0,0,0,2,2025-10-08,Finance,SMB,North America,Low
C00000537-9170d1,control,0,0,0,0,0,2,2025-09-17,Technology,Enterprise,EMEA,High
C00000538-2bda18,control,1,0,0,0,0,5,2025-09-20,Healthcare,SMB,North America,Low
C00000539-3ee19e,control,0,0,0,0,0,3,2025-09-18,Finance,SMB,North America,High
C00000540-1bddea,control,0,0,0,0,0,1,2025-09-23,Finance,SMB,LATAM,Medium
C00000541-e8be64,control,1,0,0,0,1,3,2025-09-18,Technology,Mid-Market,EMEA,Medium
C00000542-2bd141,control,0,0,0,0,0,0,2025-10-06,Healthcare,Mid-Market,North America,Low
C00000543-633ad5,control,0,0,0,0,0,4,2025-10-10,Finance,SMB,APAC,High
C00000544-b0d96f,control,1,0,0,0,0,2,2025-09-24,Technology,Mid-Market,EMEA,Low
C00000545-aafe3d,control,0,0,0,0,0,6,2025-09-28,Healthcare,Mid-Market,North America,Low
C00000546-9d8386,control,0,0,0,0,0,1,2025-10-07,Technology,Enterprise,EMEA,Medium
C00000547-49d7ec,control,0,0,0,0,0,5,2025-09-27,Finance,SMB,North America,Medium
C00000548-44fd9a,control,0,0,0,0,0,4,2025-09-26,Manufacturing,SMB,LATAM,Low
C00000549-1e5b03,control,0,0,0,0,0,3,2025-09-18,Finance,SMB,North America,Medium
C00000550-952615,control,0,0,0,0,0,4,2025-10-03,Technology,Mid-Market,EMEA,Low
C00000551-ebec10,control,1,0,0,0,0,3,2025-10-02,Technology,Enterprise,North America,Medium
